URL;Name;Category;Address;City;Region;Postal Code;Google Maps;Phone;Site;Fax;Contact Name;Contact Title;Contact Phone;Email
https://business.edmontonchamber.com/list/member/great-west-media-l-p-16682;Great West Media L.P.;Advertising & Media;340 Carleton Drive;St. Albert;Alberta;T8N 7L3;https://www.google.com/maps?q=340%20Carleton%20Drive,%20St.%20Albert,%20Alberta,%20T8N%207L3;(780) 460-5500;http://www.greatwest.ca;(780) 460-8220;Willy Grant;Director of Digital;(780) 460-5502;null
https://business.edmontonchamber.com/list/member/john-s-creative-29027;John's Creative;Graphic Design;2020 Ainslie Link SW;Edmonton;AB;T6W 2M2;https://www.google.com/maps?q=2020%20Ainslie%20Link%20SW,%20Edmonton,%20AB,%20T6W%202M2;(780) 818-7066;null;null;null;null;null;null
https://business.edmontonchamber.com/list/member/smart-wsi-marketing-28561;Smart WSI Marketing;Advertising;200, 5041 Gateway Boulevard NW;Edmonton;AB;T6H 4R7;https://www.google.com/maps?q=200,%205041%20Gateway%20Boulevard%20NW,%20Edmonton,%20AB,%20T6H%204R7;(780) 758-5800;https://www.smartwsimarketing.com/;null;Lynne Motkoski;Business Development Manager;(780) 758-5800 ext 706;null
https://business.edmontonchamber.com/list/member/lautner-promotions-inc-15758;Lautner Promotions Inc.;Advertising & Media;7845 26 Avenue NW;Edmonton;Alberta;T6K 3S7;https://www.google.com/maps?q=7845%2026%20Avenue%20NW,%20Edmonton,%20Alberta,%20T6K%203S7;(780) 463-4628;http://www.lautnerpromotions.com;null;null;null;null;sales@lautnerpromotions.com
https://business.edmontonchamber.com/list/member/corus-television-l-p-global-edmonton-14631;Corus Television L.P. Global Edmonton;Advertising & Media;5325 Allard Way NW;Edmonton;Alberta;T6H 5B8;https://www.google.com/maps?q=5325%20Allard%20Way%20NW,%20Edmonton,%20Alberta,%20T6H%205B8;(780) 436-1250;http://www.globaltv.com;null;null;null;null;webmaster@globaltv.com
https://business.edmontonchamber.com/list/member/ddb-canada-14832;DDB Canada;Advertising & Media;1900 10025 102A Avenue;Edmonton;Alberta;T5J 2Z2;https://www.google.com/maps?q=1900%2010025%20102A%20Avenue,%20Edmonton,%20Alberta,%20T5J%202Z2;(780) 424-7000;http://ddb.ca;(780) 423-0602;null;null;null;become a client
https://business.edmontonchamber.com/list/member/get-social-yeg-28713;Get Social YEG;Marketing;Butterworth;Edmonton;AB;T6R 2P6;https://www.google.com/maps?q=Butterworth,%20Edmonton,%20AB,%20T6R%202P6;null;https://www.getsocialyeg.com/;null;null;null;null;info@getsocialyeg.com
https://business.edmontonchamber.com/list/member/the-embroidery-company-inc-15054;The Embroidery Company Inc.;Embroidery / Screen Printing;7913 Argyll Road NW;Edmonton;Alberta;T6C 4A9;https://www.google.com/maps?q=7913%20Argyll%20Road%20NW,%20Edmonton,%20Alberta,%20T6C%204A9;(780) 944-4848;http://www.theembroiderycompany.com;(780) 944-0171;null;null;null;null
https://business.edmontonchamber.com/list/member/promotional-wearhouse-inc-15832;Promotional Wearhouse Inc.;Advertising & Media;4648 99 Street;Edmonton;Alberta;T6E 5H5;https://www.google.com/maps?q=4648%2099%20Street,%20Edmonton,%20Alberta,%20T6E%205H5;(780) 437-0197;http://www.promostuff.cc;(780) 438-5139;null;null;null;mail@promostuff.net
https://business.edmontonchamber.com/list/member/elite-promotional-marketing-elite-sportswear-awards-ltd-15090;Elite Promotional Marketing (Elite Sportswear & Awards Ltd.);Promotional Products;14703 118 Avenue NW;Edmonton;Alberta;T5L 2M7;https://www.google.com/maps?q=14703%20118%20Avenue%20NW,%20Edmonton,%20Alberta,%20T5L%202M7;(780) 454-9775;https://elitepromomarketing.com/;(780) 451-1034;null;null;null;null
https://business.edmontonchamber.com/list/member/blanchett-neon-ltd-14619;Blanchett Neon Ltd.;Signage;12850 St. Albert Trail;Edmonton;Alberta;T5L 4H6;https://www.google.com/maps?q=12850%20St.%20Albert%20Trail,%20Edmonton,%20Alberta,%20T5L%204H6;(780) 453-2441;http://www.blanchettneon.com;(780) 451-3438;null;null;null;inquiry@blanchettneon.com
https://business.edmontonchamber.com/list/member/zgm-marketing-partners-14972;ZGM Marketing Partners;Advertising & Media;290 8155 105 Street;Edmonton;Alberta;T6E 3R7;https://www.google.com/maps?q=290%208155%20105%20Street,%20Edmonton,%20Alberta,%20T6E%203R7;(780) 428-0411;http://www.zgm.ca;(780) 425-6646;null;null;null;null
