URL;Name;Category;Address;City;Region;Postal Code;Google Maps;Phone;Site;Fax;Contact Name;Contact Title;Contact Phone;Email
https://business.edmontonchamber.com/list/member/fka-agency-16238;FKA Agency;Communications;Suite 810 9707 110 Street;Edmonton;Alberta;T5K 2L9;https://www.google.com/maps?q=Suite%20810%209707%20110%20Street,%20Edmonton,%20Alberta,%20T5K%202L9;(780) 628-5622;http://fka.agency;(780) 628-2378;null;null;null;null
https://business.edmontonchamber.com/list/member/top-draw-inc-15310;Top Draw Inc;Marketing;10210 111 Street NW;Edmonton;AB;T5K1K9;https://www.google.com/maps?q=10210%20111%20Street%20NW,%20Edmonton,%20AB,%20T5K1K9;(780) 429-9993;http://www.topdraw.com;null;null;null;null;
https://business.edmontonchamber.com/list/member/global-public-affairs-22282;Global Public Affairs;Public Relations and Affairs;Suite 202, 10137 104 Street;Edmonton;Alberta;T5J 0Z9;https://www.google.com/maps?q=Suite%20202,%2010137%20104%20Street,%20Edmonton,%20Alberta,%20T5J%200Z9;(780) 425-1990;http://www.globalpublicaffairs.ca;null;null;null;null;Ottawa@globalpublic.com
https://business.edmontonchamber.com/list/member/madsen-avenue-28020;Madsen Avenue;Marketing Consultant;#175 51248 RR 231;Sherwood Park;AB; T8b1k7;https://www.google.com/maps?q=#175%2051248%20RR%20231,%20Sherwood%20Park,%20AB,%20%20T8b1k7;(780) 803-4250;https://www.madsenavenue.com/;null;null;null;null;null
https://business.edmontonchamber.com/list/member/ciam-media-radio-broadcasting-assoc-23752;CIAM Media & Radio Broadcasting Assoc.;Advertising & Media;9210 95 Avenue NW;Edmonton;Alberta;T6C 1Z7;https://www.google.com/maps?q=9210%2095%20Avenue%20NW,%20Edmonton,%20Alberta,%20T6C%201Z7;(780) 435-8600;https://ciamradio.com/;null;null;null;null;null
https://business.edmontonchamber.com/list/member/regional-maple-leaf-communications-14841;Regional-Maple Leaf Communications;Advertising & Media;10213 111 Street NW;Edmonton;Alberta;T5K 2V6;https://www.google.com/maps?q=10213%20111%20Street%20NW,%20Edmonton,%20Alberta,%20T5K%202V6;(780) 429-2587;http://www.regionalmapleleaf.com;null;null;null;null;adcopy@regionalmapleleaf.com
https://business.edmontonchamber.com/list/member/trend-research-inc-15610;Trend Research Inc.;Data Processing, Hosting and Related Services;10011 80 Avenue NW;Edmonton;Alberta;T6E 1T4;https://www.google.com/maps?q=10011%2080%20Avenue%20NW,%20Edmonton,%20Alberta,%20T6E%201T4;(780) 485-6558;http://www.trendresearch.ca;(780) 485-5085;null;null;null;null
https://business.edmontonchamber.com/list/member/kick-point-inc-16737;Kick Point Inc.;Marketing;10620 Jasper Avenue NW;Edmonton;Alberta;T5J 2A3;https://www.google.com/maps?q=10620%20Jasper%20Avenue%20NW,%20Edmonton,%20Alberta,%20T5J%202A3;(780) 628-2186;http://www.kickpoint.ca;null;null;null;null;null
https://business.edmontonchamber.com/list/member/am-fm-inc-28085;AM/FM Inc.;Advertising & Media;Suite 18 10509 81 Avenue NW;Edmonton;Alberta;T6E 1X7;https://www.google.com/maps?q=Suite%2018%2010509%2081%20Avenue%20NW,%20Edmonton,%20Alberta,%20T6E%201X7;(780) 705-5077;http://www.amfm.ca;null;null;null;null;hello@amfm.ca
https://business.edmontonchamber.com/list/member/dms-marketing-inc-15209;DMS Marketing Inc.;Marketing;101 10620 178 Street NW;Edmonton;Alberta;T5S 2E3;https://www.google.com/maps?q=101%2010620%20178%20Street%20NW,%20Edmonton,%20Alberta,%20T5S%202E3;(780) 489-2969;http://www.dmsmarketing.ca;(780) 486-1421;null;null;null;consult@dmsmarketing.ca
https://business.edmontonchamber.com/list/member/artistic-sign-service-16690;Artistic Sign Service;Signage;8615 63 Avenue NW;Edmonton;Alberta;T6E 0E8;https://www.google.com/maps?q=8615%2063%20Avenue%20NW,%20Edmonton,%20Alberta,%20T6E%200E8;(780) 465-4163;http://www.artisticsigns.ca/;null;null;null;null;artsign@telusplanet.net
https://business.edmontonchamber.com/list/member/nadlex-canada-inc-narouva-inc-16644;NADLEX Canada Inc. / Narouva Inc.;Animal Production and Aquaculture;10665 Jasper Avenue 14th Floor;Edmonton;Alberta;T5J 3S9;https://www.google.com/maps?q=10665%20Jasper%20Avenue%2014th%20Floor,%20Edmonton,%20Alberta,%20T5J%203S9;(780) 604-7810;http://www.nadlexcanada.com;(780) 669-7904;null;null;null;info@nadlexcanada.com
https://business.edmontonchamber.com/list/member/alberta-pacific-forest-industries-inc-27219;Alberta-Pacific Forest Industries Inc.;Forestry and Logging;1 Tache Street, Suite 600;St. Albert;AB;T8N 1B4;https://www.google.com/maps?q=1%20Tache%20Street,%20Suite%20600,%20St.%20Albert,%20AB,%20T8N%201B4;(780) 495-1220;https://alpac.ca/;null;null;null;null;media@alpac.ca
https://business.edmontonchamber.com/list/member/cv-canada-immigration-28766;CV Canada Immigration;Cultural Resources;11110 104 Ave NW;Edmonton;AB;T5K 1M9;https://www.google.com/maps?q=11110%20104%20Ave%20NW,%20Edmonton,%20AB,%20T5K%201M9;(780) 900-5253;http://www.cvcanadaimmigration.com;(587) 689-2274;null;null;null;//info@cvcanadaimmigration.com
https://business.edmontonchamber.com/list/member/edmonton-arts-council-15191;Edmonton Arts Council;Family, Community & Non-Profit;222 10440 108 Avenue;Edmonton;Alberta;T5H 3Z9;https://www.google.com/maps?q=222%2010440%20108%20Avenue,%20Edmonton,%20Alberta,%20T5H%203Z9;(780) 424-2787;http://www.edmontonarts.ca/;(780) 425-7620;null;null;null;info@edmontonarts.ca
https://business.edmontonchamber.com/list/member/brian-webb-dance-company-15316;Brian Webb Dance Company;Arts, Culture & Entertainment;Glenora P.O. Box 53092;Edmonton;Alberta;T5N 4A8;https://www.google.com/maps?q=Glenora%20P.O.%20Box%2053092,%20Edmonton,%20Alberta,%20T5N%204A8;(780) 452-3282;http://www.bwdc.ca;(780) 451-1724;null;null;null;webbcdf@shaw.ca
https://business.edmontonchamber.com/list/member/aspen-films-28964;Aspen Films;Video and Multimedia;10060 Jasper Ave Suite 2020;Edmonton;AB;T5J 3R8;https://www.google.com/maps?q=10060%20Jasper%20Ave%20Suite%202020,%20Edmonton,%20AB,%20T5J%203R8;(833) 857-0166;null;null;null;null;null;null
https://business.edmontonchamber.com/list/member/improbable-canada-27566;Improbable Canada;Gaming;Suite 300 10190 104 Street NW;Edmonton;Alberta;T5J 1A7;https://www.google.com/maps?q=Suite%20300%2010190%20104%20Street%20NW,%20Edmonton,%20Alberta,%20T5J%201A7;(780) 203-6304;http://www.improbable.io;null;null;null;null;null
https://business.edmontonchamber.com/list/member/pure-canadian-gaming-corp-28919;Pure Canadian Gaming Corp.;Entertainment;7055 Argyll Road NW;Edmonton;Alberta;T6C 4A5;https://www.google.com/maps?q=7055%20Argyll%20Road%20NW,%20Edmonton,%20Alberta,%20T6C%204A5;(780) 463-9467;https://www.purecanadiangaming.com/;null;null;null;null;customerfeedback@purecanadiangaming.com
https://business.edmontonchamber.com/list/member/goasagroup-perks-25778;GoAsAGroup Perks;Arts, Culture & Entertainment;16511 116 Avenue NW;Edmonton;Alberta;T5M 3V1;https://www.google.com/maps?q=16511%20116%20Avenue%20NW,%20Edmonton,%20Alberta,%20T5M%203V1;(780) 702-1239;http://goasagroup.com;null;Nick Chan;General Manager;(780) 702-1239;null
https://business.edmontonchamber.com/list/member/dept-9-studios-lp-16914;Dept.9 Studios LP;Entertainment;5625 103A Street NW;Edmonton;Alberta;T6H 2J6;https://www.google.com/maps?q=5625%20103A%20Street%20NW,%20Edmonton,%20Alberta,%20T6H%202J6;(587) 599-7664;http://www.dept9studios.com;null;null;null;null;info@dept9studios.com
https://business.edmontonchamber.com/list/member/marquez-arts-crafts-16469;Marquez Arts & Crafts;Arts, Culture & Entertainment;3407 157 Street NW;Edmonton;Alberta;T5R 2A3;https://www.google.com/maps?q=3407%20157%20Street%20NW,%20Edmonton,%20Alberta,%20T5R%202A3;(780) 264-7751;null;null;null;null;null;null
https://business.edmontonchamber.com/list/member/francis-winspear-centre-for-music-14944;Francis Winspear Centre for Music;Entertainment;9720 102 Avenue NW;Edmonton;Alberta;T5J 4B2;https://www.google.com/maps?q=9720%20102%20Avenue%20NW,%20Edmonton,%20Alberta,%20T5J%204B2;(780) 428-1414;http://www.winspearcentre.com;(780) 425-0167;null;null;null;box.office@winspearcentre.com
